customerid,creditscore,balance,estimatedsalary
15614635,582,151457.88,40893.61
15731281,704,154206.07,40261.49
15814022,714,89928.99,46203.31
15659194,628,89182.09,13126.9
15745030,809,79706.25,165675.01
15691817,547,0.0,5459.07
15707488,560,0.0,131919.48
15784700,811,117799.28,182372.35
15710397,584,0.0,147600.54
15687648,691,0.0,92865.41
15732281,680,146422.22,67142.97
15607230,588,150186.22,65611.01
15567630,721,100275.88,138564.48
15587507,850,0.0,187391.02
15733904,529,147493.89,33656.35
15709511,622,0.0,100618.17
15579616,683,0.0,198134.9
15694852,575,121823.4,50368.87
15589924,577,0.0,108787.0
15799300,510,113688.63,33099.41
15731330,652,100471.34,124550.88
15694129,569,100032.52,5159.21
15620372,687,0.0,48228.1
15744622,822,116358.0,108798.36
15799815,656,163549.63,21085.12
15759250,745,99183.9,28922.25
15732643,386,131955.07,62514.65
15690540,684,134177.06,177506.66
15803078,635,0.0,90605.05
15652180,582,0.0,132029.95
15741195,613,0.0,176903.35
15743490,795,94348.94,29239.29
15575510,659,155584.21,153662.88
15732610,745,0.0,154389.18
15602909,604,0.0,166224.39
15734058,509,170661.47,21646.2
15801788,706,185544.36,171037.63
15702462,619,52831.13,112649.22
15683416,572,97750.07,193014.26
15794187,695,114007.5,118120.88
15792989,543,104308.77,25650.04
15613734,640,84719.13,113048.79
15606177,672,0.0,87372.49
15636700,701,140236.98,146651.99
15645766,634,0.0,8227.91
15671345,531,75302.85,57034.35
15652469,699,0.0,93003.21
15749638,605,104760.82,165574.54
15728706,534,0.0,13566.48
15735439,449,113693.0,82796.29
15778696,684,174180.39,119830.08
15624744,622,115766.26,72155.85
15584338,714,0.0,62762.12
15726178,712,0.0,183235.33
15794939,783,121215.9,105206.48
15788068,743,144677.19,22512.44
15572956,683,115350.63,122305.91
15780386,654,105683.63,173617.09
15791114,700,135179.49,160670.37
15708046,744,117551.23,158958.9
15719779,645,157404.02,93073.04
15591550,525,77910.23,67238.01
15639368,732,110942.9,172576.56
15699830,721,0.0,122580.48
15569264,622,179305.09,149043.78
15595158,654,150593.59,105218.45
15599126,529,123815.86,78463.99
15650575,720,0.0,160849.43
15641490,850,69385.17,87834.24
15680234,667,138032.15,166317.71
15592230,620,0.0,137309.06
15626212,616,0.0,166984.44
15700627,637,143500.82,166996.46
15782641,710,119670.18,188022.44
15784445,717,99106.73,194467.23
15813681,786,120135.55,125449.47
15596649,651,0.0,137452.57
15700460,530,120905.03,123475.88
15724076,815,0.0,38941.44
15784000,715,102277.52,177852.57
15733966,496,125292.53,31532.96
15612667,680,0.0,136377.21
15654025,646,101629.3,130541.1
15589431,807,171937.27,65636.92
15578238,727,0.0,193305.35
15566269,787,0.0,47307.9
15639217,806,0.0,100809.99
15688644,603,129743.75,109145.2
15662426,649,0.0,91167.19
15720511,547,151191.31,175295.89
15567246,684,102630.13,127433.47
15647965,477,114023.64,71167.17
15679048,558,124227.14,111184.67
15675749,695,0.0,141756.32
15782181,592,80285.16,72678.75
15795738,789,175477.15,172832.9
15773751,597,132144.35,158086.33
15655436,839,136911.07,168184.62
15691396,405,133299.67,72950.14
15796958,658,0.0,48378.4
15801832,684,117691.0,23135.65
15661349,633,0.0,65675.47
15719265,589,0.0,170676.67
15779985,750,133199.71,27366.77
15663410,771,135506.58,152479.64
15704144,812,127154.14,105383.49
15774104,539,0.0,48189.94
15812230,670,49508.79,100324.01
15742848,673,0.0,65657.29
15745326,538,75051.49,17682.02
15674541,575,123925.23,111342.66
15728564,682,0.0,134158.09
15580701,712,153819.58,79176.09
15688973,598,0.0,83103.46
15709412,776,0.0,63908.86
15607753,606,70417.79,90896.04
15705352,686,111484.88,76076.2
15602500,850,146343.98,103902.11
15672437,642,160541.0,142223.94
15720968,606,130274.26,147533.09
15730796,627,98993.02,169156.64
15768219,850,0.0,141242.57
15663883,850,141827.33,149458.73
15589296,724,110054.45,86950.72
15586425,579,0.0,176925.69
15679813,727,0.0,40357.39
15681410,813,98088.09,26687.22
15668283,642,118317.27,78702.98
15624072,669,0.0,176163.74
15669664,574,99774.5,4896.11
15682728,774,0.0,114899.13
15573851,735,0.0,92220.12
15733661,639,133806.54,6251.3
15710012,738,0.0,43018.82
15763327,835,124993.29,27548.06
15668853,637,157622.58,120454.2
15639303,589,126111.61,133961.19
15691011,591,161651.37,131753.97
15638513,723,142856.95,38019.74
15648933,831,111100.98,28144.07
15628904,733,102918.38,45959.86
15644788,731,0.0,189528.72
15598161,654,0.0,170481.98
15745624,828,0.0,94845.45
15733169,590,125265.61,161253.08
15801417,657,82500.28,115260.72
15592707,531,175754.87,60721.4
15593954,516,109387.33,121365.45
15714431,561,100443.36,101693.73
15638257,682,83102.72,54132.93
15690939,575,0.0,10666.05
15723613,623,0.0,41227.67
15813640,642,0.0,10712.82
15707322,779,115290.27,98912.69
15588918,671,0.0,197202.48
15600357,495,140197.71,150720.39
15747014,850,105245.34,74780.13
15809830,630,0.0,79377.45
15662245,588,0.0,8763.87
15651075,562,142296.13,177112.7
15594456,740,99097.33,85016.64
15583462,695,171069.39,88689.4
15757661,589,0.0,95985.64
15729117,607,102523.88,166792.71
15749671,794,0.0,68730.91
15566253,580,143391.07,146891.07
15595153,644,106022.73,148727.42
15698572,636,0.0,43134.58
15674149,599,128960.21,40318.33
15623082,507,0.0,97633.93
15797905,682,0.0,65069.03
15746028,714,0.0,166335.0
15582951,696,126442.59,121904.44
15616471,599,0.0,175235.99
15641575,577,127261.35,56185.05
15638803,733,0.0,131625.14
15808283,647,0.0,152323.04
15811200,831,0.0,165840.94
15733476,543,73481.05,176692.65
15633274,679,160515.37,121904.14
15582168,713,149525.34,123663.63
15807269,690,166522.78,119644.59
15602979,751,135536.5,66825.33
15660417,613,120481.69,94875.03
15590199,701,103421.32,76304.73
15641794,698,135658.73,39755.0
15779174,451,0.0,180142.42
15785547,665,191402.82,83238.4
15795124,726,94504.35,5078.9
15718912,608,126147.84,132424.69
15592028,549,0.0,109057.56
15580227,803,0.0,115676.61
15657830,663,87624.03,149401.33
15798256,558,153697.53,89891.4
15643819,714,0.0,82500.84
15754301,704,0.0,6416.92
15726855,805,116585.97,189428.75
15755225,659,134464.58,178833.34
15725221,738,83008.31,42766.03
15789055,635,113635.16,90883.12
15617507,530,0.0,80619.09
15668894,661,122552.48,120646.4
15589563,531,118899.45,41409.36
15693162,694,99713.87,112317.89
15750099,731,0.0,152128.36
15795540,556,134208.22,177670.57
15794941,647,85906.65,189159.97
15611848,850,137714.25,159403.68
15581237,573,160777.9,149536.15
15738150,591,0.0,155492.87
15678571,723,0.0,24847.02
15736124,617,102585.88,115387.4
15623202,704,102556.18,171971.25
15804201,457,126772.57,126106.4
15596863,787,158373.23,28228.35
15696277,651,0.0,138113.71
15748608,612,141927.1,43018.98
15723864,828,109876.82,83611.45
15802390,724,0.0,118863.38
15774336,648,111369.79,91947.74
15648766,569,116969.35,94488.82
15659094,765,136729.51,47058.21
15606397,577,152086.15,44719.5
15642619,603,0.0,174478.54
15666032,568,127289.28,45611.51
15595842,748,119852.01,73853.94
15753837,573,0.0,196517.43
15783882,771,0.0,92914.67
15799790,763,0.0,31372.91
15628155,410,117183.74,109733.73
15703778,728,129907.63,36083.96
15722322,655,0.0,188435.38
15639278,580,145387.32,169963.2
15568487,712,124616.23,69320.97
15682084,680,0.0,36145.53
15642821,383,95808.19,137702.01
15601387,721,0.0,71594.26
15642515,620,0.0,65565.92
15710421,774,117152.3,101828.39
15726774,563,106250.72,39546.32
15649078,850,111837.78,110805.79
15641877,681,97023.21,2168.13
15796496,631,137687.72,190067.12
15815690,614,113348.5,77789.01
15631739,704,122109.78,127654.37
15625584,786,120452.4,79602.86
15802466,534,0.0,80619.17
15697028,590,65812.35,160346.3
15575759,583,54428.37,109638.78
15567442,656,0.0,1276.87
15746805,597,0.0,49374.82
15636330,588,143279.58,31580.8
15714970,667,103846.65,20560.69
15653784,627,125190.86,84584.69
15693543,708,0.0,15246.83
15773283,641,38340.02,32607.77
15742534,527,123802.98,155846.69
15569878,592,96651.03,3232.82
15729454,465,0.0,177668.55
15578375,628,0.0,134441.6
15785559,678,133237.21,111032.79
15649414,570,142105.35,45214.04
15701605,815,166115.42,67208.3
15686696,817,81070.34,80985.88
15625586,717,0.0,167573.06
15654975,641,123835.52,160110.65
15782993,624,123401.43,127825.25
15774382,579,169377.31,123535.05
15689602,698,130015.24,41595.3
15756155,645,0.0,97628.08
15812647,691,133936.04,91359.79
15736043,638,114543.27,97755.29
15696744,705,119794.67,182528.44
15602572,720,0.0,142956.48
15674765,553,0.0,10789.3
15678725,658,0.0,130461.09
15694444,648,157138.99,190994.48
15795878,636,0.0,159463.8
15735346,527,136733.24,57589.29
15687094,717,82498.14,40437.67
15790067,614,151914.93,56459.45
15605742,737,80090.93,39920.0
15566740,587,83739.32,148798.45
15664897,682,181166.44,63737.19
15585777,710,130588.82,154997.64
15650864,507,0.0,34777.23
15806709,609,94126.67,93718.16
15633818,786,0.0,133112.41
15713845,688,148045.68,175479.92
15639662,710,0.0,96.27
15567013,779,0.0,30804.68
15777784,733,168165.84,197193.49
15800251,583,72835.56,96792.15
15651315,627,0.0,132719.8
15651450,666,123212.08,112157.31
15784218,620,0.0,38015.34
15572398,614,0.0,164018.98
15707962,606,119501.88,46774.94
15705663,700,144550.83,189664.43
15645355,677,126729.41,26106.39
15729557,850,119984.07,191535.11
15631436,564,0.0,158937.55
15583073,771,0.0,25222.6
15614361,620,121490.05,29296.74
15724684,610,91897.8,54394.28
15700083,609,139443.75,9234.06
15636541,683,144961.97,26796.73
15796015,633,126041.02,11796.89
15787222,676,69459.05,128461.29
15594270,693,198338.77,14278.18
15701524,709,0.0,46811.77
15645847,569,109196.66,109393.19
15708867,684,134168.5,3966.5
15613140,565,0.0,63173.64
15628893,681,0.0,66367.33
15764073,503,0.0,16274.67
15782879,656,0.0,180553.48
15635964,566,120100.41,107563.16
15726087,592,0.0,100941.57
15726313,687,0.0,110230.4
15578073,686,0.0,142331.85
15786249,616,0.0,199099.51
15812850,494,0.0,85890.16
15596972,534,0.0,143938.27
15620579,695,0.0,131644.41
15768270,579,0.0,112395.98
15656597,432,135559.8,71856.3
15699446,816,150355.35,35770.84
15615004,730,0.0,124364.63
15704771,593,133489.12,78101.29
15588372,715,105489.31,143096.49
15681439,775,60205.2,14073.11
15607509,539,0.0,47388.41
15670343,576,0.0,72306.07
15597968,617,0.0,184839.7
15658432,688,0.0,47886.44
15616431,608,0.0,130474.03
15796957,597,0.0,73181.39
15815552,670,112333.63,65706.86
15631871,616,116936.81,104379.36
15635870,579,117721.02,192146.63
15596713,786,165896.22,66977.68
15684211,704,153656.85,158742.81
15760521,796,94164.0,189414.74
15608408,598,0.0,159130.32
15804721,602,191808.73,97640.2
15730272,619,152199.33,86022.09
15741988,492,125396.24,10014.72
15771728,641,104405.54,17384.21
15605113,518,133801.49,143315.57
15661945,623,0.0,31669.18
15783816,733,0.0,12761.16
15721207,625,100047.33,93429.95
15764072,759,109848.6,42012.55
15689412,604,127849.38,15798.7
15798385,512,0.0,56408.14
15775339,520,95947.76,4696.44
15585256,805,0.0,25042.1
15797329,626,137638.69,130442.08
15780220,656,0.0,136521.82
15648951,785,0.0,199108.88
15752409,553,0.0,124596.63
15807524,569,0.0,134394.78
15766649,670,89416.99,144275.39
15696812,586,0.0,123410.23
15581295,617,0.0,143298.06
15663234,508,143262.04,129562.74
15741417,624,119656.45,4595.05
15695174,654,132954.64,146715.07
15665168,681,105206.7,163558.36
15601503,578,0.0,6947.09
15706131,621,83061.26,9170.54
15782758,632,147650.68,199674.83
15591091,644,73348.56,157166.79
15715877,821,0.0,46072.52
15756918,754,0.0,3524.69
15746662,568,116320.68,45563.94
15626679,584,0.0,59103.13
15793343,549,0.0,189558.44
15576774,729,0.0,45779.9
15801316,523,66250.71,21859.06
15800514,477,95675.62,162699.7
15662232,675,92616.64,8567.18
15737778,782,0.0,132943.88
15782096,616,0.0,12916.32
15783522,738,100565.94,128799.86
15785373,717,190305.78,99347.8
15756272,526,118536.4,40980.87
15615245,660,127649.64,40368.65
15600174,525,165358.77,94738.54
15752956,629,0.0,88842.8
15644882,616,78249.53,136934.91
15766272,521,125193.96,109356.53
15800620,691,0.0,199635.93
15569764,687,154007.21,158408.23
15747458,677,133214.88,95936.84
15573171,695,146202.93,126688.83
15736769,663,0.0,150850.29
15763381,496,90963.49,27802.0
15814430,747,0.0,32430.94
15638607,546,0.0,137332.37
15737133,706,114386.85,28601.68
15613945,472,0.0,108411.66
15659937,703,0.0,122518.5
15765287,850,0.0,9015.07
15661723,667,137260.78,94433.08
15766064,559,111060.05,110371.84
15649616,636,124447.73,141364.62
15719017,672,0.0,16245.25
15720919,667,0.0,108348.94
15706706,648,135310.41,171668.2
15709653,497,0.0,67364.42
15805104,743,0.0,107867.38
15622442,619,0.0,194310.1
15572801,639,139393.19,33950.08
15767598,540,0.0,197588.32
15757897,766,104258.8,428.23
15568104,749,0.0,34948.77
15763414,655,113447.01,82084.3
15732265,630,0.0,64804.59
15621974,778,111063.73,83556.65
15803947,757,161378.02,71926.28
15720706,529,82766.43,122925.44
15759290,620,0.0,13133.88
15651664,615,104267.7,62845.64
15795132,735,91718.8,28411.23
15811565,705,63488.7,28640.92
15713774,644,12459.19,156787.34
15691840,505,159863.9,125307.87
15682021,471,104592.55,131736.23
15612931,722,132088.59,128262.14
15676707,577,0.0,91366.42
15601383,744,120654.68,82290.81
15662662,573,0.0,66190.21
15752694,653,83772.95,23920.65
15590683,660,172325.67,45438.38
15773591,787,117685.31,93360.35
15723620,617,0.0,14496.67
15671779,567,0.0,168521.72
15672966,682,0.0,103318.44
15624667,684,135871.5,87219.41
15812888,447,0.0,197490.39
15724154,625,128504.76,126812.63
15749540,585,0.0,94283.09
15621063,516,56228.25,46857.52
15661626,732,98792.4,81491.7
15698703,628,181768.32,129107.97
15801431,682,101198.01,49732.9
15649451,746,0.0,88728.47
15626156,655,0.0,86981.45
15606158,644,0.0,3740.93
15589496,778,139064.06,67949.32
15730345,617,104508.1,147636.46
15572038,660,113948.58,188891.96
15643439,537,0.0,25482.62
15604158,554,0.0,18391.93
15657396,806,0.0,140168.36
15709478,611,117524.72,161064.29
15628824,665,160389.82,183542.08
15814519,648,0.0,194238.92
15636520,692,125547.53,7900.46
15794414,507,92783.68,51424.29
15643671,696,97036.22,152450.84
15700650,681,0.0,55816.2
15680224,687,0.0,32909.13
15784286,641,102145.13,100637.07
15693996,507,113452.66,142911.99
15764343,688,155681.72,26287.21
15704168,535,127475.24,60775.76
15680197,701,0.0,146257.77
15633729,488,112751.13,28332.0
15577683,539,0.0,100919.19
15800746,674,144889.18,102591.9
15788686,538,0.0,25554.4
15742798,829,150126.44,152107.93
15596647,768,69712.74,69381.05
15756070,585,0.0,101728.46
15775116,581,0.0,89040.61
15575428,682,117438.92,16910.98
15654074,653,119315.75,150468.35
15695872,712,89571.59,177613.19
15568885,620,102251.57,120672.09
15725036,709,118546.71,77142.85
15632665,832,0.0,127804.66
15571476,635,103257.14,158344.63
15776850,749,124209.02,167179.48
15623649,629,0.0,15404.64
15751131,836,150302.84,156036.19
15688128,542,108653.93,144725.14
15678412,645,85325.93,22558.74
15770291,844,0.0,147342.03
15583392,747,135776.36,85470.45
15690731,645,131411.24,194656.11
15697948,752,0.0,48505.1
15608328,760,0.0,101491.23
15766378,714,106431.97,164117.69
15600813,717,90305.76,124626.57
15706217,645,117466.03,34490.06
15601417,681,148884.47,90967.37
15610972,681,91115.76,24208.84
15674620,679,77373.87,174873.09
15785350,528,104744.89,170262.97
15749119,710,0.0,112289.06
15756535,733,91538.51,93783.0
15700965,724,0.0,150026.79
15791851,726,185734.75,102036.82
15717156,520,143396.54,898.51
15740846,556,125909.85,95124.4
15573284,579,0.0,11514.39
15729083,674,154525.7,27468.72
15611612,570,0.0,37092.43
15694381,631,100654.8,171587.9
15651737,623,83325.77,80828.78
15663168,665,110934.54,169287.99
15643426,523,113680.54,13197.44
15618245,706,117020.08,54439.53
15717527,619,145359.99,38186.85
15793478,593,151391.68,27274.6
15642248,608,123935.35,65758.19
15640377,526,0.0,97767.63
15723950,684,70291.02,115468.84
15590327,604,166031.45,98293.14
15706199,636,96643.32,182059.28
15671514,669,0.0,128538.05
15727041,624,0.0,108841.83
15738063,631,0.0,18581.84
15711733,753,0.0,146821.42
15652320,588,0.0,100727.68
15634180,729,97268.1,39356.38
15694566,602,0.0,169921.11
15726103,689,76296.81,42364.75
15646351,486,0.0,28823.04
15730044,809,64497.94,182436.81
15795186,562,0.0,115700.2
15784890,763,0.0,16725.53
15694125,669,0.0,56875.76
15565891,709,0.0,56214.09
15674254,554,0.0,193412.05
15775206,699,0.0,83263.04
15797627,732,134249.7,13404.4
15649853,625,0.0,184474.15
15610379,599,105443.68,121124.53
15659800,584,0.0,152567.75
15716236,499,0.0,10722.54
15672053,526,0.0,58010.98
15663933,625,86147.46,163440.8
15814236,537,96939.06,102606.92
15583597,696,106758.6,80591.18
15607395,679,112528.65,177362.45
15694556,684,116563.58,120257.7
15744109,850,0.0,180622.02
15800688,495,0.0,130404.53
15810878,537,141786.78,147797.54
15587835,850,136416.82,57844.26
15763515,513,0.0,162523.66
15725882,618,133245.52,54495.82
15788022,802,90757.64,169183.66
15663917,547,92350.36,80262.91
15656865,613,78778.49,8751.59
15667971,592,102143.93,102628.98
15800366,546,0.0,94823.95
15717231,721,98459.6,90821.66
15643188,671,114603.76,153194.32
15671351,624,0.0,87310.59
15573628,751,148074.79,146411.41
15698953,636,0.0,74048.1
15753888,607,108004.64,23386.77
15737961,509,107712.57,92898.17
15801701,653,0.0,45956.05
15684419,709,0.0,71738.56
15794266,559,145303.52,103560.98
15810711,684,138476.41,52367.29
15771270,635,127471.56,152916.05
15607786,709,156551.63,4410.77
15624519,656,97092.87,74771.22
15799910,793,0.0,193817.63
15602479,609,129312.79,26793.82
15617419,618,100315.1,32526.64
15657603,850,81684.97,824.0
15570379,669,88827.53,85250.77
15772996,594,152092.44,83508.93
15729574,616,0.0,173599.38
15737267,676,0.0,79342.31
15799128,608,102406.76,57600.66
15813327,710,109130.96,56191.99
15711921,695,0.0,6770.44
15654300,530,75242.28,101694.67
15569945,509,0.0,69113.14
15569666,517,0.0,172674.36
15681887,758,129142.54,26606.28
15608873,665,0.0,53353.36
15762091,631,139129.92,63747.51
15722053,576,0.0,190112.05
15782100,544,66483.32,110317.39
15765300,596,62389.03,148623.43
15743570,481,0.0,125253.46
15608541,498,91857.66,101954.78
15750671,512,0.0,168462.26
15813659,594,0.0,26215.85
15757867,570,176173.52,97045.32
15652914,721,0.0,53534.8
15723818,453,131834.76,8949.2
15713819,562,92347.96,163116.75
15656484,682,0.0,140745.91
15778515,748,95297.11,171515.84
15803840,729,0.0,150803.44
15735339,663,0.0,76884.05
15600392,735,123845.36,170454.93
15625740,627,143426.34,143104.3
15663817,713,0.0,55701.62
15734461,562,112708.2,186370.3
15780142,632,100013.51,24275.32
15709920,479,208165.53,50774.81
15684248,658,0.0,154279.87
15643158,598,0.0,68462.59
15693902,597,0.0,91036.74
15578307,512,121685.31,83681.97
15585379,704,111525.02,199484.96
15758510,474,0.0,152491.22
15692918,604,113546.3,134875.37
15705301,683,95696.52,184366.14
15718231,537,88963.31,189839.93
15567991,794,144880.34,175643.44
15772650,732,136576.02,3268.17
15574795,495,63093.01,47089.72
15706036,552,132271.12,46562.02
15723856,602,88814.4,62487.97
15812920,607,90594.55,181598.25
15691287,675,141816.25,64815.05
15804797,443,138547.97,70196.23
15708650,727,52192.08,160383.47
15712777,482,124976.19,35848.12
15786469,686,0.0,87278.48
15669219,588,104356.38,94498.82
15641004,605,150315.92,133486.36
15648067,583,129299.28,73107.6
15704014,738,140950.92,195333.98
15645136,744,128065.12,121525.48
15709604,781,107433.48,173843.21
15713637,699,117468.67,185227.42
15793901,639,0.0,125244.18
15569759,583,0.0,163113.41
15712930,587,0.0,123006.91
15586504,694,0.0,40463.03
15677317,570,153040.03,131363.57
15664270,692,142084.04,188305.85
15731519,511,0.0,143994.86
15745623,788,112079.58,89368.59
15813862,526,132044.6,158365.89
15641934,749,66582.81,78753.12
15713043,691,0.0,100408.31
15700749,481,0.0,24677.54
15697567,752,0.0,39570.78
15715414,658,102895.1,155665.76
15639530,679,0.0,168294.27
15726058,754,117578.35,87908.01
15725665,679,198546.1,191198.92
15698872,633,0.0,191207.03
15812184,674,0.0,128954.05
15742609,600,116623.31,59905.29
15815043,645,0.0,162012.6
15640648,698,0.0,19231.98
15627203,508,0.0,175749.36
15786196,555,105770.7,60533.96
15612095,751,0.0,137508.42
15674368,738,94435.45,189430.86
15783477,706,112889.91,6723.66
15757559,595,0.0,41371.68
15591036,577,127940.47,125140.72
15761241,578,129745.1,143683.75
15695078,699,0.0,170770.44
15645744,826,0.0,157397.57
15566988,656,141535.52,50595.15
15749300,556,139914.27,50390.98
15594340,569,120243.49,163150.03
15607065,765,91835.16,138280.17
15778089,544,0.0,135067.02
15773723,588,67178.19,163534.75
15697035,740,0.0,86657.48
15679668,850,115378.94,162087.82
15709861,766,127786.28,28879.3
15791958,849,0.0,169203.51
15791030,612,64900.32,102426.12
15695339,517,109172.88,54676.1
15658813,645,0.0,18369.33
15715709,696,114091.38,159888.1
15722533,716,0.0,167636.15
15683118,590,0.0,138889.15
15672798,656,145933.27,199392.14
15680112,473,131504.73,189560.43
15714575,742,107926.02,17375.27
15806808,834,112281.6,140225.14
15590637,721,0.0,61018.85
15657535,590,0.0,51907.72
15696141,516,0.0,47018.75
15811947,850,124781.67,33700.52
15649024,748,132865.56,59636.43
15594928,798,129055.13,157147.59
15765532,612,96166.88,191393.26
15741719,540,165298.12,199862.75
15665629,719,0.0,20016.59
15728917,598,120682.53,30635.52
15762993,796,102773.15,117832.88
15571193,579,144386.32,22497.1
15653521,850,104449.8,747.88
15802220,599,137102.65,76870.81
15644132,724,142475.87,107848.24
15600832,508,0.0,103726.71
15797919,773,103195.2,178268.36
15603743,526,112070.44,126281.83
15579714,542,0.0,196651.72
15634295,470,96473.59,5962.3
15786680,805,0.0,21928.81
15623499,548,108437.89,127022.87
15691823,672,153195.59,162763.01
15809279,773,96877.21,113950.51
15758039,614,0.0,104930.46
15807163,537,0.0,52337.97
15631639,704,95452.89,179964.55
15713770,586,63873.56,83753.64
15698167,677,148298.59,182913.95
15781710,558,0.0,166720.28
15801296,634,143258.85,192721.98
15704378,655,121342.24,180241.44
15767891,619,99152.73,48475.12
15640667,662,0.0,126551.48
15702145,705,68423.89,64872.55
15679738,527,0.0,98031.53
15636634,630,79656.81,93524.22
15809227,850,0.0,56991.66
15601811,668,110240.04,183980.56
15625494,573,125321.84,130234.63
15723737,680,0.0,32454.26
15682955,758,84378.9,75396.43
15758856,597,0.0,167756.45
15746065,580,136281.41,24799.47
15783865,622,119380.37,60429.43
15745455,638,108716.59,74241.09
15583033,640,0.0,78310.82
15644212,644,0.0,119419.37
15735688,753,106596.29,91305.77
15658577,629,99546.25,25136.95
15606887,775,0.0,193880.6
15783026,701,0.0,47856.78
15579892,708,112615.86,4491.77
15802088,521,0.0,101311.95
15589323,636,0.0,38830.72
15636395,529,0.0,26817.23
15712772,757,75381.15,199727.72
15700937,767,0.0,67445.85
15766659,525,0.0,161002.29
15814033,759,0.0,20778.39
15783007,520,123086.39,41042.4
15654183,738,0.0,67484.16
15609899,548,0.0,121763.68
15747323,535,109472.47,157358.43
15582591,615,155766.05,110275.17
15738835,850,101985.81,43801.27
15782404,487,96019.5,9085.0
15697480,731,0.0,143086.09
15697045,726,0.0,100556.98
15781234,609,147900.43,140000.29
15579891,714,100755.66,186775.25
15805690,694,0.0,133570.43
15612139,786,83036.05,154990.58
15568834,698,125427.37,27654.44
15709917,601,98202.76,137763.93
15718843,769,72509.91,25723.73
15799494,850,140393.65,186285.52
15673439,646,142644.64,142208.5
15669011,659,23503.31,169862.01
15581388,487,145729.71,41365.85
15743153,740,122295.17,30812.84
15579787,686,0.0,155023.93
15759966,612,119799.27,159416.58
15601045,655,163708.58,76259.23
15764021,617,61687.33,105965.25
15687218,674,79144.34,50743.83
15626452,711,0.0,147720.27
15700964,624,104848.68,167387.36
15768887,597,0.0,95159.13
15735358,682,0.0,4654.28
15749472,775,0.0,130376.68
15685872,727,146652.01,173486.39
15760851,629,0.0,93881.75
15734588,684,0.0,36376.97
15784594,549,130622.34,128499.94
15606435,593,187013.13,105898.69
15790247,536,0.0,11959.03
15676433,707,0.0,98810.78
15625905,592,0.0,65906.07
15626414,703,98862.54,151516.7
15623220,723,0.0,37214.39
15752857,452,98443.14,92033.98
15677908,552,0.0,195692.3
15773013,633,0.0,6342.84
15623972,479,123575.51,95148.28
15738627,768,0.0,21215.67
15643392,742,105239.1,19700.24
15684868,668,110993.79,134396.64
15627854,707,0.0,135077.01
15669253,754,157691.98,133600.89
15758023,544,105245.21,99922.08
15574558,718,0.0,41399.33
15635256,762,117687.35,159344.43
15680399,772,0.0,18364.19
15674720,691,123067.63,98162.44
15580249,502,0.0,84663.21
15675431,563,0.0,36536.93
15698285,676,101457.14,79101.67
15810775,576,100549.43,16644.16
15678173,629,174588.8,158420.14
15665222,625,121161.57,48988.28
15803908,628,0.0,96862.56
15586039,471,90063.74,96366.7
15802570,811,0.0,146123.19
15781451,504,134936.97,135178.91
15721019,687,110495.27,158615.41
15738588,660,133200.09,71433.88
15730657,548,82596.8,55672.09
15739292,609,103837.75,150218.11
15725945,659,0.0,162734.31
15813159,526,93590.47,21228.71
15636820,725,104149.66,62027.9
15603880,519,114141.64,60988.21
15619494,562,117153.0,108675.01
15596992,482,156353.46,72643.95
15735025,535,175534.78,9241.52
15730759,561,135637.0,153080.4
15752912,661,0.0,72196.57
15711316,771,0.0,199527.34
15738785,545,0.0,156598.23
15777896,850,83415.04,74917.64
15628963,601,141859.12,111249.62
15742126,712,132767.66,59115.77
15575623,589,110635.32,148218.86
15741652,600,177657.35,77142.32
15738884,642,157777.58,67484.6
15615050,575,107915.94,63452.18
15803005,570,86568.75,103660.31
15743498,532,137755.76,163191.99
15720463,796,137262.71,62905.29
15588695,833,0.0,44323.22
15665802,642,0.0,97938.59
15571144,655,0.0,126565.21
15750731,736,116309.01,185360.4
15605134,617,131244.65,183229.02
15626044,762,125155.83,106024.02
15737910,703,140691.08,167810.26
15761076,507,58820.32,138536.09
15710105,581,105099.45,184520.0
15577402,593,0.0,20492.16
15803337,648,168372.52,134676.72
15654372,462,94682.56,138478.2
15585867,596,0.0,125557.95
15662488,627,0.0,82969.61
15604813,494,0.0,158071.69
15611644,627,146329.73,43615.67
15674928,850,0.0,119969.99
15656100,632,167962.7,140201.21
15764293,490,0.0,80792.83
15636423,715,0.0,141359.11
15607629,679,0.0,23344.94
15577313,619,116967.68,5075.17
15714493,465,0.0,95500.98
15643359,736,0.0,79082.62
15687913,501,93244.42,199805.63
15790935,535,0.0,52709.55
15708693,759,0.0,56583.88
15672016,819,0.0,3385.04
15727605,533,80442.06,12537.42
15651144,632,150561.03,64722.61
15749401,686,0.0,75246.21
15691874,687,125474.44,198929.84
15620735,667,127076.68,69011.66
15769781,699,0.0,52404.47
15624611,497,128650.11,163641.53
15773071,780,145580.61,154598.56
15720371,652,0.0,173989.47
15717984,477,144900.58,61315.37
15806407,652,0.0,143393.24
15785042,488,97588.6,124210.53
15809302,572,0.0,151460.84
15677550,755,0.0,20734.81
15654096,779,122200.31,43705.56
15617320,693,151709.33,180736.24
15653065,530,0.0,104170.48
15649112,738,122134.4,27867.59
15690526,690,137260.45,55387.28
15806945,611,88594.14,196332.45
15670066,643,0.0,116046.22
15625761,632,127205.32,93874.87
15761525,727,96997.09,76614.04
15735080,508,0.0,6076.62
15619537,550,142200.19,122221.71
